🏻 => 🏻, faʻahinga 1–2, hinehina, kili
🏼 => 🏼, faʻahinga 3, kelokelo, kili
🏽 => 🏽, faʻahinga 4, kili, melomelo
🏾 => 🏾, faʻahinga 5, ʻuliʻuli, kili, kili melomelo-ʻuliʻuli, melomelo
🏿 => 🏿, faʻahinga 6, ʻuliʻuli, kili
♪ => ♪, nota vaevalu, tuʻungafasi
♭ => ♭, falati, tuʻungafasi
♯ => ♯, saapa, tuʻungafasi
😀 => 😀, mata fiefia
👨🏼‍🎨 => 👨🏼‍🎨, kili kelokelo, tangata tā-fakatātā
👨🏽‍🎨 => 👨🏽‍🎨, kili melomelo, tangata tā-fakatātā
👨🏾‍🎨 => 👨🏾‍🎨, kili melomelo-ʻuliʻuli, tangata tā-fakatātā
👨🏿‍🎨 => 👨🏿‍🎨, kili ʻuliʻuli, tangata tā-fakatātā
👩🏻‍🎨 => 👩🏻‍🎨, fefine tā-fakatātā, kili hinehina
👩🏼‍🎨 => 👩🏼‍🎨, fefine tā-fakatātā, kili kelokelo
👩🏽‍🎨 => 👩🏽‍🎨, fefine tā-fakatātā, kili melomelo
👩🏾‍🎨 => 👩🏾‍🎨, fefine tā-fakatātā, kili melomelo-ʻuliʻuli
👩🏿‍🎨 => 👩🏿‍🎨, fefine tā-fakatātā, kili ʻuliʻuli
🧑🏻‍✈ => 🧑🏻‍✈, kili hinehina, pailate
🧑🏼‍✈ => 🧑🏼‍✈, kili kelokelo, pailate
🧑🏽‍✈ => 🧑🏽‍✈, kili melomelo, pailate
🧑🏾‍✈ => 🧑🏾‍✈, kili melomelo-ʻuliʻuli, pailate
🧑🏿‍✈ => 🧑🏿‍✈, kili ʻuliʻuli, pailate
👨🏻‍✈ => 👨🏻‍✈, kili hinehina, pailate tangata
👨🏼‍✈ => 👨🏼‍✈, kili kelokelo, pailate tangata
👨🏽‍✈ => 👨🏽‍✈, kili melomelo, pailate tangata
👨🏾‍✈ => 👨🏾‍✈, kili melomelo-ʻuliʻuli, pailate tangata
👨🏿‍✈ => 👨🏿‍✈, kili ʻuliʻuli, pailate tangata
👩🏻‍✈ => 👩🏻‍✈, kili hinehina, pailate fefine
👩🏼‍✈ => 👩🏼‍✈, kili kelokelo, pailate fefine
👩🏽‍✈ => 👩🏽‍✈, kili melomelo, pailate fefine
👩🏾‍✈ => 👩🏾‍✈, kili melomelo-ʻuliʻuli, pailate fefine
👩🏿‍✈ => 👩🏿‍✈, kili ʻuliʻuli, pailate fefine
🧑🏻‍🚀 => 🧑🏻‍🚀, kili hinehina, tokotaha folaufetuʻu
🧑🏼‍🚀 => 🧑🏼‍🚀, kili kelokelo, tokotaha folaufetuʻu
🧑🏽‍🚀 => 🧑🏽‍🚀, kili melomelo, tokotaha folaufetuʻu
🧑🏾‍🚀 => 🧑🏾‍🚀, kili melomelo-ʻuliʻuli, tokotaha folaufetuʻu
🧑🏿‍🚀 => 🧑🏿‍🚀, kili ʻuliʻuli, tokotaha folaufetuʻu
👨🏻‍🚀 => 👨🏻‍🚀, kili hinehina, tama folaufetuʻu
👨🏼‍🚀 => 👨🏼‍🚀, kili kelokelo, tama folaufetuʻu
👨🏽‍🚀 => 👨🏽‍🚀, kili melomelo, tama folaufetuʻu
👨🏾‍🚀 => 👨🏾‍🚀, kili melomelo-ʻuliʻuli, tama folaufetuʻu
👨🏿‍🚀 => 👨🏿‍🚀, kili ʻuliʻuli, tama folaufetuʻu
👩🏻‍🚀 => 👩🏻‍🚀, fefine folaufetuʻu, kili hinehina
👩🏼‍🚀 => 👩🏼‍🚀, fefine folaufetuʻu, kili kelokelo
👩🏽‍🚀 => 👩🏽‍🚀, fefine folaufetuʻu, kili melomelo
👩🏾‍🚀 => 👩🏾‍🚀, fefine folaufetuʻu, kili melomelo-ʻuliʻuli
👩🏿‍🚀 => 👩🏿‍🚀, fefine folaufetuʻu, kili ʻuliʻuli
🧑🏻‍🚒 => 🧑🏻‍🚒, kili hinehina, tokotaha tāmate-afi
🧑🏼‍🚒 => 🧑🏼‍🚒, kili kelokelo, tokotaha tāmate-afi
🧑🏽‍🚒 => 🧑🏽‍🚒, kili melomelo, tokotaha tāmate-afi
🧑🏾‍🚒 => 🧑🏾‍🚒, kili melomelo-ʻuliʻuli, tokotaha tāmate-afi
🧑🏿‍🚒 => 🧑🏿‍🚒, kili ʻuliʻuli, tokotaha tāmate-afi
👨🏻‍🚒 => 👨🏻‍🚒, kili hinehina, tangata tāmate-afi
👨🏼‍🚒 => 👨🏼‍🚒, kili kelokelo, tangata tāmate-afi
👨🏽‍🚒 => 👨🏽‍🚒, kili melomelo, tangata tāmate-afi
👨🏾‍🚒 => 👨🏾‍🚒, kili melomelo-ʻuliʻuli, tangata tāmate-afi
👨🏿‍🚒 => 👨🏿‍🚒, kili ʻuliʻuli, tangata tāmate-afi
👩🏻‍🚒 => 👩🏻‍🚒, fefine tāmate-afi, kili hinehina
👩🏼‍🚒 => 👩🏼‍🚒, fefine tāmate-afi, kili kelokelo
👩🏽‍🚒 => 👩🏽‍🚒, fefine tāmate-afi, kili melomelo
👩🏾‍🚒 => 👩🏾‍🚒, fefine tāmate-afi, kili melomelo-ʻuliʻuli
👩🏿‍🚒 => 👩🏿‍🚒, fefine tāmate-afi, kili ʻuliʻuli
👮🏻 => 👮🏻, ʻofisa polisi, kili hinehina
👮🏼 => 👮🏼, ʻofisa polisi, kili kelokelo
👮🏽 => 👮🏽, ʻofisa polisi, kili melomelo
👮🏾 => 👮🏾, ʻofisa polisi, kili melomelo-ʻuliʻuli
👮🏿 => 👮🏿, ʻofisa polisi, kili ʻuliʻuli
👮🏻‍♂ => 👮🏻‍♂, ʻofisa polisi tangata, kili hinehina
👮🏼‍♂ => 👮🏼‍♂, ʻofisa polisi tangata, kili kelokelo
👮🏽‍♂ => 👮🏽‍♂, ʻofisa polisi tangata, kili melomelo
👮🏾‍♂ => 👮🏾‍♂, ʻofisa polisi tangata, kili melomelo-ʻuliʻuli
👮🏿‍♂ => 👮🏿‍♂, ʻofisa polisi tangata, kili ʻuliʻuli
👮🏻‍♀ => 👮🏻‍♀, ʻofisa polisi fefine, kili hinehina
👮🏼‍♀ => 👮🏼‍♀, ʻofisa polisi fefine, kili kelokelo
👮🏽‍♀ => 👮🏽‍♀, ʻofisa polisi fefine, kili melomelo
👮🏾‍♀ => 👮🏾‍♀, ʻofisa polisi fefine, kili melomelo-ʻuliʻuli
👮🏿‍♀ => 👮🏿‍♀, ʻofisa polisi fefine, kili ʻuliʻuli
🕵🏻 => 🕵🏻, kili hinehina, tokotaha fakatotolo
🕵🏼 => 🕵🏼, kili kelokelo, tokotaha fakatotolo
🕵🏽 => 🕵🏽, kili melomelo, tokotaha fakatotolo
🕵🏾 => 🕵🏾, kili melomelo-ʻuliʻuli, tokotaha fakatotolo
🕵🏿 => 🕵🏿, kili ʻuliʻuli, tokotaha fakatotolo
🕵🏻‍♂ => 🕵🏻‍♂, kili hinehina, tangata fakatotolo
🕵🏼‍♂ => 🕵🏼‍♂, kili kelokelo, tangata fakatotolo
🕵🏽‍♂ => 🕵🏽‍♂, kili melomelo, tangata fakatotolo
🕵🏾‍♂ => 🕵🏾‍♂, kili melomelo-ʻuliʻuli, tangata fakatotolo
🕵🏿‍♂ => 🕵🏿‍♂, kili ʻuliʻuli, tangata fakatotolo
🕵🏻‍♀ => 🕵🏻‍♀, fefine fakatotolo, kili hinehina
🕵🏼‍♀ => 🕵🏼‍♀, fefine fakatotolo, kili kelokelo
🕵🏽‍♀ => 🕵🏽‍♀, fefine fakatotolo, kili melomelo
🕵🏾‍♀ => 🕵🏾‍♀, fefine fakatotolo, kili melomelo-ʻuliʻuli
🕵🏿‍♀ => 🕵🏿‍♀, fefine fakatotolo, kili ʻuliʻuli
💂🏻 => 💂🏻, kili hinehina, leʻo
💂🏼 => 💂🏼, kili kelokelo, leʻo
💂🏽 => 💂🏽, kili melomelo, leʻo
💂🏾 => 💂🏾, kili melomelo-ʻuliʻuli, leʻo
💂🏿 => 💂🏿, kili ʻuliʻuli, leʻo
💂🏻‍♂ => 💂🏻‍♂, kili hinehina, leʻo tangata
💂🏼‍♂ => 💂🏼‍♂, kili kelokelo, leʻo tangata
💂🏽‍♂ => 💂🏽‍♂, kili melomelo, leʻo tangata
💂🏾‍♂ => 💂🏾‍♂, kili melomelo-ʻuliʻuli, leʻo tangata
💂🏿‍♂ => 💂🏿‍♂, kili ʻuliʻuli, leʻo tangata
💂🏻‍♀ => 💂🏻‍♀, kili hinehina, leʻo fefine
💂🏼‍♀ => 💂🏼‍♀, kili kelokelo, leʻo fefine
💂🏽‍♀ => 💂🏽‍♀, kili melomelo, leʻo fefine
💂🏾‍♀ => 💂🏾‍♀, kili melomelo-ʻuliʻuli, leʻo fefine
💂🏿‍♀ => 💂🏿‍♀, kili ʻuliʻuli, leʻo fefine
🥷🏻 => 🥷🏻, kili hinehina, mata ninisā
🥷🏼 => 🥷🏼, kili kelokelo, mata ninisā
🥷🏽 => 🥷🏽, kili melomelo, mata ninisā
🥷🏾 => 🥷🏾, kili melomelo-ʻuliʻuli, mata ninisā
🥷🏿 => 🥷🏿, kili ʻuliʻuli, mata ninisā
👷🏻 => 👷🏻, kili hinehina, tokotaha ngāue langa
👷🏼 => 👷🏼, kili kelokelo, tokotaha ngāue langa
👷🏽 => 👷🏽, kili melomelo, tokotaha ngāue langa
👷🏾 => 👷🏾, kili melomelo-ʻuliʻuli, tokotaha ngāue langa
👷🏿 => 👷🏿, kili ʻuliʻuli, tokotaha ngāue langa
👷🏻‍♂ => 👷🏻‍♂, kili hinehina, tangata ngāue langa
👷🏼‍♂ => 👷🏼‍♂, kili kelokelo, tangata ngāue langa
👷🏽‍♂ => 👷🏽‍♂, kili melomelo, tangata ngāue langa
👷🏾‍♂ => 👷🏾‍♂, kili melomelo-ʻuliʻuli, tangata ngāue langa
👷🏿‍♂ => 👷🏿‍♂, kili ʻuliʻuli, tangata ngāue langa
👷🏻‍♀ => 👷🏻‍♀, fefine ngāue langa, kili hinehina
👷🏼‍♀ => 👷🏼‍♀, fefine ngāue langa, kili kelokelo
👷🏽‍♀ => 👷🏽‍♀, fefine ngāue langa, kili melomelo
👷🏾‍♀ => 👷🏾‍♀, fefine ngāue langa, kili melomelo-ʻuliʻuli
👷🏿‍♀ => 👷🏿‍♀, fefine ngāue langa, kili ʻuliʻuli
🤴🏻 => 🤴🏻, ʻalo tangata, kili hinehina
🤴🏼 => 🤴🏼, ʻalo tangata, kili kelokelo
🤴🏽 => 🤴🏽, ʻalo tangata, kili melomelo
🤴🏾 => 🤴🏾, ʻalo tangata, kili melomelo-ʻuliʻuli
🤴🏿 => 🤴🏿, ʻalo tangata, kili ʻuliʻuli
👸🏻 => 👸🏻, ʻalo fefine, kili hinehina
👸🏼 => 👸🏼, ʻalo fefine, kili kelokelo
👸🏽 => 👸🏽, ʻalo fefine, kili melomelo
👸🏾 => 👸🏾, ʻalo fefine, kili melomelo-ʻuliʻuli
👸🏿 => 👸🏿, ʻalo fefine, kili ʻuliʻuli
👳🏻 => 👳🏻, kili hinehina, tokotaha tui faʻu
👳🏼 => 👳🏼, kili kelokelo, tokotaha tui faʻu
👳🏽 => 👳🏽, kili melomelo, tokotaha tui faʻu
👳🏾 => 👳🏾, kili melomelo-ʻuliʻuli, tokotaha tui faʻu
👳🏿 => 👳🏿, kili ʻuliʻuli, tokotaha tui faʻu
👳🏻‍♂ => 👳🏻‍♂, kili hinehina, tangata tui faʻu
👳🏼‍♂ => 👳🏼‍♂, kili kelokelo, tangata tui faʻu
👳🏽‍♂ => 👳🏽‍♂, kili melomelo, tangata tui faʻu
👳🏾‍♂ => 👳🏾‍♂, kili melomelo-ʻuliʻuli, tangata tui faʻu
👳🏿‍♂ => 👳🏿‍♂, kili ʻuliʻuli, tangata tui faʻu
👳🏻‍♀ => 👳🏻‍♀, fefine tui faʻu, kili hinehina
👳🏼‍♀ => 👳🏼‍♀, fefine tui faʻu, kili kelokelo
👳🏽‍♀ => 👳🏽‍♀, fefine tui faʻu, kili melomelo
👳🏾‍♀ => 👳🏾‍♀, fefine tui faʻu, kili melomelo-ʻuliʻuli
👳🏿‍♀ => 👳🏿‍♀, fefine tui faʻu, kili ʻuliʻuli
👲🏻 => 👲🏻, kili hinehina, tangata tui tatā fakasiaina
👲🏼 => 👲🏼, kili kelokelo, tangata tui tatā fakasiaina
👲🏽 => 👲🏽, kili melomelo, tangata tui tatā fakasiaina
👲🏾 => 👲🏾, kili melomelo-ʻuliʻuli, tangata tui tatā fakasiaina
👲🏿 => 👲🏿, kili ʻuliʻuli, tangata tui tatā fakasiaina
🧕🏻 => 🧕🏻, fefine tui sikaafi, kili hinehina
🧕🏼 => 🧕🏼, fefine tui sikaafi, kili kelokelo
🧕🏽 => 🧕🏽, fefine tui sikaafi, kili melomelo
🧕🏾 => 🧕🏾, fefine tui sikaafi, kili melomelo-ʻuliʻuli
🧕🏿 => 🧕🏿, fefine tui sikaafi, kili ʻuliʻuli
🤵🏻 => 🤵🏻, kakato, kili hinehina, tangata, tokotaha vala kakato, vala
🤵🏼 => 🤵🏼, kakato, kili kelokelo, tangata, tokotaha vala kakato, vala
🤵🏽 => 🤵🏽, kakato, kili melomelo, tangata, tokotaha vala kakato, vala
🤵🏾 => 🤵🏾, kakato, kili melomelo-ʻuliʻuli, tangata, tokotaha vala kakato, vala
🤵🏿 => 🤵🏿, kakato, kili ʻuliʻuli, tangata, tokotaha vala kakato, vala
🤵🏻‍♂ => 🤵🏻‍♂, kakato, kili hinehina, tangata, vala
🤵🏼‍♂ => 🤵🏼‍♂, kakato, kili kelokelo, tangata, vala
🤵🏽‍♂ => 🤵🏽‍♂, kakato, kili melomelo, tangata, vala
🤵🏾‍♂ => 🤵🏾‍♂, kakato, kili melomelo-ʻuliʻuli, tangata, vala
🤵🏿‍♂ => 🤵🏿‍♂, kakato, kili ʻuliʻuli, tangata, vala
🤵🏻‍♀ => 🤵🏻‍♀, fefine vala kakato, kili hinehina
🤵🏼‍♀ => 🤵🏼‍♀, fefine vala kakato, kili kelokelo
🤵🏽‍♀ => 🤵🏽‍♀, fefine vala kakato, kili melomelo
🤵🏾‍♀ => 🤵🏾‍♀, fefine vala kakato, kili melomelo-ʻuliʻuli
🤵🏿‍♀ => 🤵🏿‍♀, fefine vala kakato, kili ʻuliʻuli
👰🏻 => 👰🏻, kili hinehina, tokotaha, tui, veili
👰🏼 => 👰🏼, kili kelokelo, tokotaha, tui, veili
👰🏽 => 👰🏽, kili melomelo, tokotaha, tui, veili
👰🏾 => 👰🏾, kili melomelo-ʻuliʻuli, tokotaha, tui, veili
👰🏿 => 👰🏿, kili ʻuliʻuli, tokotaha, tui, veili
👰🏻‍♂ => 👰🏻‍♂, kili hinehina, tangata tui veili
👰🏼‍♂ => 👰🏼‍♂, kili kelokelo, tangata tui veili
👰🏽‍♂ => 👰🏽‍♂, kili melomelo, tangata tui veili
👰🏾‍♂ => 👰🏾‍♂, kili melomelo-ʻuliʻuli, tangata tui veili
👰🏿‍♂ => 👰🏿‍♂, kili ʻuliʻuli, tangata tui veili
👰🏻‍♀ => 👰🏻‍♀, fefine, kili hinehina, tui, veili
👰🏼‍♀ => 👰🏼‍♀, fefine, kili kelokelo, tui, veili
👰🏽‍♀ => 👰🏽‍♀, fefine, kili melomelo, tui, veili
👰🏾‍♀ => 👰🏾‍♀, fefine, kili melomelo-ʻuliʻuli, tui, veili
👰🏿‍♀ => 👰🏿‍♀, fefine, kili ʻuliʻuli, tui, veili
🤰🏻 => 🤰🏻, feitama, kili hinehina
🤰🏼 => 🤰🏼, feitama, kili kelokelo
🤰🏽 => 🤰🏽, feitama, kili melomelo
🤰🏾 => 🤰🏾, feitama, kili melomelo-ʻuliʻuli
🤰🏿 => 🤰🏿, feitama, kili ʻuliʻuli
🤱🏻 => 🤱🏻, fakahuhu, kili hinehina
🤱🏼 => 🤱🏼, fakahuhu, kili kelokelo
🤱🏽 => 🤱🏽, fakahuhu, kili melomelo
🤱🏾 => 🤱🏾, fakahuhu, kili melomelo-ʻuliʻuli
🤱🏿 => 🤱🏿, fakahuhu, kili ʻuliʻuli
👩🏻‍🍼 => 👩🏻‍🍼, fefine fakahuhu, kili hinehina
👩🏼‍🍼 => 👩🏼‍🍼, fefine fakahuhu, kili kelokelo
👩🏽‍🍼 => 👩🏽‍🍼, fefine fakahuhu, kili melomelo
👩🏾‍🍼 => 👩🏾‍🍼, fefine fakahuhu, kili melomelo-ʻuliʻuli
👩🏿‍🍼 => 👩🏿‍🍼, fefine fakahuhu, kili ʻuliʻuli
👨🏻‍🍼 => 👨🏻‍🍼, kili hinehina, tangata fakahuhu
👨🏼‍🍼 => 👨🏼‍🍼, kili kelokelo, tangata fakahuhu
👨🏽‍🍼 => 👨🏽‍🍼, kili melomelo, tangata fakahuhu
👨🏾‍🍼 => 👨🏾‍🍼, kili melomelo-ʻuliʻuli, tangata fakahuhu
👨🏿‍🍼 => 👨🏿‍🍼, kili ʻuliʻuli, tangata fakahuhu
🧑🏻‍🍼 => 🧑🏻‍🍼, kili hinehina, tokotaha fakahuhu
🧑🏼‍🍼 => 🧑🏼‍🍼, kili kelokelo, tokotaha fakahuhu
🧑🏽‍🍼 => 🧑🏽‍🍼, kili melomelo, tokotaha fakahuhu
🧑🏾‍🍼 => 🧑🏾‍🍼, kili melomelo-ʻuliʻuli, tokotaha fakahuhu
🧑🏿‍🍼 => 🧑🏿‍🍼, kili ʻuliʻuli, tokotaha fakahuhu
👼🏻 => 👼🏻, ʻangelo valevale, kili hinehina
👼🏼 => 👼🏼, ʻangelo valevale, kili kelokelo
👼🏽 => 👼🏽, ʻangelo valevale, kili melomelo
👼🏾 => 👼🏾, ʻangelo valevale, kili melomelo-ʻuliʻuli
👼🏿 => 👼🏿, ʻangelo valevale, kili ʻuliʻuli
🎅🏻 => 🎅🏻, kili hinehina, Sānita Kalausi, tangata
🎅🏼 => 🎅🏼, kili kelokelo, Sānita Kalausi, tangata
🎅🏽 => 🎅🏽, kili melomelo, Sānita Kalausi, tangata
🎅🏾 => 🎅🏾, kili melomelo-ʻuliʻuli, Sānita Kalausi, tangata
🎅🏿 => 🎅🏿, kili ʻuliʻuli, Sānita Kalausi, tangata
🤶🏻 => 🤶🏻, fefine, kili hinehina, Sānita Kalausi, Sānita Kalausi fefine
🤶🏼 => 🤶🏼, fefine, kili kelokelo, Sānita Kalausi, Sānita Kalausi fefine
🤶🏽 => 🤶🏽, fefine, kili melomelo, Sānita Kalausi, Sānita Kalausi fefine
🤶🏾 => 🤶🏾, fefine, kili melomelo-ʻuliʻuli, Sānita Kalausi, Sānita Kalausi fefine
🤶🏿 => 🤶🏿, fefine, kili ʻuliʻuli, Sānita Kalausi, Sānita Kalausi fefine
🧑🏻‍🎄 => 🧑🏻‍🎄, kili hinehina, Sānita Kalausi tokotaha
🧑🏼‍🎄 => 🧑🏼‍🎄, kili kelokelo, Sānita Kalausi tokotaha
🧑🏽‍🎄 => 🧑🏽‍🎄, kili melomelo, Sānita Kalausi tokotaha
🧑🏾‍🎄 => 🧑🏾‍🎄, kili melomelo-ʻuliʻuli, Sānita Kalausi tokotaha
🧑🏿‍🎄 => 🧑🏿‍🎄, kili ʻuliʻuli, Sānita Kalausi tokotaha
🦸🏻 => 🦸🏻, kili hinehina, tokotaha ivimālohi
🦸🏼 => 🦸🏼, kili kelokelo, tokotaha ivimālohi
🦸🏽 => 🦸🏽, kili melomelo, tokotaha ivimālohi
🦸🏾 => 🦸🏾, kili melomelo-ʻuliʻuli, tokotaha ivimālohi
🦸🏿 => 🦸🏿, kili ʻuliʻuli, tokotaha ivimālohi
🦸🏻‍♂ => 🦸🏻‍♂, kili hinehina, tangata ivimālohi
🦸🏼‍♂ => 🦸🏼‍♂, kili kelokelo, tangata ivimālohi
🦸🏽‍♂ => 🦸🏽‍♂, kili melomelo, tangata ivimālohi
🦸🏾‍♂ => 🦸🏾‍♂, kili melomelo-ʻuliʻuli, tangata ivimālohi
🦸🏿‍♂ => 🦸🏿‍♂, kili ʻuliʻuli, tangata ivimālohi
🦸🏻‍♀ => 🦸🏻‍♀, fefine ivimālohi, kili hinehina
🦸🏼‍♀ => 🦸🏼‍♀, fefine ivimālohi, kili kelokelo
🦸🏽‍♀ => 🦸🏽‍♀, fefine ivimālohi, kili melomelo
🦸🏾‍♀ => 🦸🏾‍♀, fefine ivimālohi, kili melomelo-ʻuliʻuli
🦸🏿‍♀ => 🦸🏿‍♀, fefine ivimālohi, kili ʻuliʻuli
🦹🏻 => 🦹🏻, kili hinehina, tokotaha kākā
🦹🏼 => 🦹🏼, kili kelokelo, tokotaha kākā
🦹🏽 => 🦹🏽, kili melomelo, tokotaha kākā
🦹🏾 => 🦹🏾, kili melomelo-ʻuliʻuli, tokotaha kākā
🦹🏿 => 🦹🏿, kili ʻuliʻuli, tokotaha kākā
🦹🏻‍♂ => 🦹🏻‍♂, kili hinehina, tangata kākā
🦹🏼‍♂ => 🦹🏼‍♂, kili kelokelo, tangata kākā
🦹🏽‍♂ => 🦹🏽‍♂, kili melomelo, tangata kākā
🦹🏾‍♂ => 🦹🏾‍♂, kili melomelo-ʻuliʻuli, tangata kākā
🦹🏿‍♂ => 🦹🏿‍♂, kili ʻuliʻuli, tangata kākā
🦹🏻‍♀ => 🦹🏻‍♀, fefine kākā, kili hinehina
🦹🏼‍♀ => 🦹🏼‍♀, fefine kākā, kili kelokelo
🦹🏽‍♀ => 🦹🏽‍♀, fefine kākā, kili melomelo
🦹🏾‍♀ => 🦹🏾‍♀, fefine kākā, kili melomelo-ʻuliʻuli
🦹🏿‍♀ => 🦹🏿‍♀, fefine kākā, kili ʻuliʻuli
🧙🏻 => 🧙🏻, kili hinehina, tokotaha taula-faʻahikehe
🧙🏼 => 🧙🏼, kili kelokelo, tokotaha taula-faʻahikehe
🧙🏽 => 🧙🏽, kili melomelo, tokotaha taula-faʻahikehe
🧙🏾 => 🧙🏾, kili melomelo-ʻuliʻuli, tokotaha taula-faʻahikehe
🧙🏿 => 🧙🏿, kili ʻuliʻuli, tokotaha taula-faʻahikehe
🧙🏻‍♂ => 🧙🏻‍♂, kili hinehina, tangata taula-faʻahikehe
🧙🏼‍♂ => 🧙🏼‍♂, kili kelokelo, tangata taula-faʻahikehe
🧙🏽‍♂ => 🧙🏽‍♂, kili melomelo, tangata taula-faʻahikehe
🧙🏾‍♂ => 🧙🏾‍♂, kili melomelo-ʻuliʻuli, tangata taula-faʻahikehe
🧙🏿‍♂ => 🧙🏿‍♂, kili ʻuliʻuli, tangata taula-faʻahikehe
🧙🏻‍♀ => 🧙🏻‍♀, fefine taula-faʻahikehe, kili hinehina
🧙🏼‍♀ => 🧙🏼‍♀, fefine taula-faʻahikehe, kili kelokelo
🧙🏽‍♀ => 🧙🏽‍♀, fefine taula-faʻahikehe, kili melomelo
🧙🏾‍♀ => 🧙🏾‍♀, fefine taula-faʻahikehe, kili melomelo-ʻuliʻuli
🧙🏿‍♀ => 🧙🏿‍♀, fefine taula-faʻahikehe, kili ʻuliʻuli
🧚🏻 => 🧚🏻, feeli, kili hinehina
🧚🏼 => 🧚🏼, feeli, kili kelokelo
🧚🏽 => 🧚🏽, feeli, kili melomelo
🧚🏾 => 🧚🏾, feeli, kili melomelo-ʻuliʻuli
🧚🏿 => 🧚🏿, feeli, kili ʻuliʻuli
🧚🏻‍♂ => 🧚🏻‍♂, feeli tangata, kili hinehina
🧚🏼‍♂ => 🧚🏼‍♂, feeli tangata, kili kelokelo
🧚🏽‍♂ => 🧚🏽‍♂, feeli tangata, kili melomelo
🧚🏾‍♂ => 🧚🏾‍♂, feeli tangata, kili melomelo-ʻuliʻuli
🧚🏿‍♂ => 🧚🏿‍♂, feeli tangata, kili ʻuliʻuli
🧚🏻‍♀ => 🧚🏻‍♀, feeli fefine, kili hinehina
🧚🏼‍♀ => 🧚🏼‍♀, feeli fefine, kili kelokelo
🧚🏽‍♀ => 🧚🏽‍♀, feeli fefine, kili melomelo
🧚🏾‍♀ => 🧚🏾‍♀, feeli fefine, kili melomelo-ʻuliʻuli
🧚🏿‍♀ => 🧚🏿‍♀, feeli fefine, kili ʻuliʻuli
🧛🏻 => 🧛🏻, kili hinehina, tokotaha misi toto
🧛🏼 => 🧛🏼, kili kelokelo, tokotaha misi toto
🧛🏽 => 🧛🏽, kili melomelo, tokotaha misi toto
🧛🏾 => 🧛🏾, kili melomelo-ʻuliʻuli, tokotaha misi toto
🧛🏿 => 🧛🏿, kili ʻuliʻuli, tokotaha misi toto
🧛🏻‍♂ => 🧛🏻‍♂, kili hinehina, tangata misi toto
🧛🏼‍♂ => 🧛🏼‍♂, kili kelokelo, tangata misi toto
🧛🏽‍♂ => 🧛🏽‍♂, kili melomelo, tangata misi toto
🧛🏾‍♂ => 🧛🏾‍♂, kili melomelo-ʻuliʻuli, tangata misi toto
🧛🏿‍♂ => 🧛🏿‍♂, kili ʻuliʻuli, tangata misi toto
🧛🏻‍♀ => 🧛🏻‍♀, fefine misi toto, kili hinehina
🧛🏼‍♀ => 🧛🏼‍♀, fefine misi toto, kili kelokelo
🧛🏽‍♀ => 🧛🏽‍♀, fefine misi toto, kili melomelo
🧛🏾‍♀ => 🧛🏾‍♀, fefine misi toto, kili melomelo-ʻuliʻuli
🧛🏿‍♀ => 🧛🏿‍♀, fefine misi toto, kili ʻuliʻuli
🧜🏻 => 🧜🏻, kili hinehina, tokotaha meimeite
🧜🏼 => 🧜🏼, kili kelokelo, tokotaha meimeite
🧜🏽 => 🧜🏽, kili melomelo, tokotaha meimeite
🧜🏾 => 🧜🏾, kili melomelo-ʻuliʻuli, tokotaha meimeite
🧜🏿 => 🧜🏿, kili ʻuliʻuli, tokotaha meimeite
🧜🏻‍♂ => 🧜🏻‍♂, kili hinehina, tangata meimeite
🧜🏼‍♂ => 🧜🏼‍♂, kili kelokelo, tangata meimeite
🧜🏽‍♂ => 🧜🏽‍♂, kili melomelo, tangata meimeite
🧜🏾‍♂ => 🧜🏾‍♂, kili melomelo-ʻuliʻuli, tangata meimeite
🧜🏿‍♂ => 🧜🏿‍♂, kili ʻuliʻuli, tangata meimeite
🧜🏻‍♀ => 🧜🏻‍♀, fefine meimeite, kili hinehina
🧜🏼‍♀ => 🧜🏼‍♀, fefine meimeite, kili kelokelo
🧜🏽‍♀ => 🧜🏽‍♀, fefine meimeite, kili melomelo
🧜🏾‍♀ => 🧜🏾‍♀, fefine meimeite, kili melomelo-ʻuliʻuli
🧜🏿‍♀ => 🧜🏿‍♀, fefine meimeite, kili ʻuliʻuli
🧝🏻 => 🧝🏻, kiʻi feeli, kili hinehina
🧝🏼 => 🧝🏼, kiʻi feeli, kili kelokelo
🧝🏽 => 🧝🏽, kiʻi feeli, kili melomelo
🧝🏾 => 🧝🏾, kiʻi feeli, kili melomelo-ʻuliʻuli
🧝🏿 => 🧝🏿, kiʻi feeli, kili ʻuliʻuli
🧝🏻‍♂ => 🧝🏻‍♂, kiʻi feeli tangata, kili hinehina
🧝🏼‍♂ => 🧝🏼‍♂, kiʻi feeli tangata, kili kelokelo
🧝🏽‍♂ => 🧝🏽‍♂, kiʻi feeli tangata, kili melomelo
🧝🏾‍♂ => 🧝🏾‍♂, kiʻi feeli tangata, kili melomelo-ʻuliʻuli
🧝🏿‍♂ => 🧝🏿‍♂, kiʻi feeli tangata, kili ʻuliʻuli
🧝🏻‍♀ => 🧝🏻‍♀, kiʻi feeli fefine, kili hinehina
🧝🏼‍♀ => 🧝🏼‍♀, kiʻi feeli fefine, kili kelokelo
🧝🏽‍♀ => 🧝🏽‍♀, kiʻi feeli fefine, kili melomelo
